id;scenario;uncertainty;component;var_name;var_value;var_unit;source;comment
;2050_sq;reference;pth_resistive_central;network_charges_WP;48.1;Eur/MWh;Pfluger2017a;medium voltage , < 2500 h/a
;2050_sq;reference;pth_resistive_decentral;network_charges_GP;0;Eur/a;Pfluger2017a;low voltage RLM, < 2500 h/a
;2050_sq;reference;pth_resistive_decentral;network_charges_KP;0;Eur/MW*a;Pfluger2017a;medium voltage , < 2500 h/a
;2050_sq;reference;pth_resistive_decentral;network_charges_PP;27930.69;Eur/MW*a;Pfluger2017a;low voltage RLM, < 2500 h/a
;2050_sq;reference;pth_resistive_decentral;network_charges_WP;65.86;Eur/MWh;Pfluger2017a;low voltage RLM, < 2500 h/a
;2050_sq;reference;source_electricity;emission_specific;0.067;tCO2/MWh;;Pfluger2017a
;2050_sq;reference;source_electricity;spot_price;83.67;Eur/MWh;extrapolation of 2018 to 2030;average Day-Ahead Spot price
;2050_sq;reference;source_electricity;tax_levys;63.22;Eur/MWh;s. Doku;eeg-levy connectet to uncertainty of spot price
;2050_sq;reference;source_electricity_flex;tax_levys;1000;Eur/MWh;s. Doku;high value to prevent usage in sq scenarios
;2050_sq;reference;source_gas;carrier_price;46;Eur/MWh;Pfluger2017a;S. 23
;2050_sq;reference;source_gas;co2_ets;20.2;Eur/MWh;Pfluger2017a;100 Eur/tCO2
;2050_sq;reference;source_gas;co2_fee;0;Eur/MWh;Graichen2020;125 Eur/tCO2
;2050_sq_lessload;high;global;factor_load_reduction_heat;0.5507;;Pfluger2017a, Loga2015;calculation in Doku
;2050_sq_lessload;low;global;factor_load_reduction_heat;0.7811;;Pfluger2017a, Loga2015;calculation in Doku
;2050_sq_lessload;reference;global;factor_load_reduction_heat;0.712;;Pfluger2017a, Loga2015;calculation in Doku
;hp;reference;pth_resistive_central;capacity_installed;0;MW_th;;
;hp;reference;subnet-1_pth_heat_pump_decentral;capacity_installed;5;MW_th;;dummy
;hp;reference;subnet-1_pth_resistive_decentral;capacity_installed;0;MW_th;;dummy
;hp;reference;subnet-1_tes_decentral;capacity_installed;14;MWh;;Dummy
;hp;reference;subnet-1_tes_decentral;power_charging;2;MW_th;;
;hp;reference;subnet-1_tes_decentral;power_discharging;2;MW_th;;
;hp;reference;subnet-2_pth_heat_pump_decentral;capacity_installed;5;MW_th;;dummy
;hp;reference;subnet-2_pth_resistive_decentral;capacity_installed;0;MW_th;;dummy
;hp;reference;subnet-2_tes_decentral;capacity_installed;14;MWh;;Dummy
;hp;reference;subnet-2_tes_decentral;power_charging;2;MW_th;;
;hp;reference;subnet-2_tes_decentral;power_discharging;2;MW_th;;
;hp;reference;subnet-3_pth_heat_pump_decentral;capacity_installed;5;MW_th;;dummy
;hp;reference;subnet-3_pth_resistive_decentral;capacity_installed;0;MW_th;;dummy
;hp;reference;subnet-3_tes_decentral;capacity_installed;14;MWh;;Dummy
;hp;reference;subnet-3_tes_decentral;power_charging;2;MW_th;;
;hp;reference;subnet-3_tes_decentral;power_discharging;2;MW_th;;
;hp;reference;subnet-4_pth_heat_pump_decentral;capacity_installed;5;MW_th;;dummy
;hp;reference;subnet-4_pth_resistive_decentral;capacity_installed;0;MW_th;;dummy
;hp;reference;subnet-4_tes_decentral;capacity_installed;14;MWh;;Dummy
;hp;reference;subnet-4_tes_decentral;power_charging;2;MW_th;;
;hp;reference;subnet-4_tes_decentral;power_discharging;2;MW_th;;
;hp;reference;subnet-5_pth_heat_pump_decentral;capacity_installed;5;MW_th;;dummy
;hp;reference;subnet-5_pth_resistive_decentral;capacity_installed;0;MW_th;;dummy
;hp;reference;subnet-5_tes_decentral;capacity_installed;14;MWh;;Dummy
;hp;reference;subnet-5_tes_decentral;power_charging;2;MW_th;;
;hp;reference;subnet-5_tes_decentral;power_discharging;2;MW_th;;
;hp;reference;subnet-6_pth_heat_pump_decentral;capacity_installed;5;MW_th;;dummy
;hp;reference;subnet-6_pth_resistive_decentral;capacity_installed;0;MW_th;;dummy
;hp;reference;subnet-6_tes_decentral;capacity_installed;14;MWh;;Dummy
;hp;reference;subnet-6_tes_decentral;power_charging;2;MW_th;;
;hp;reference;subnet-6_tes_decentral;power_discharging;2;MW_th;;
;hp;reference;subnet-7_pth_heat_pump_decentral;capacity_installed;5;MW_th;;dummy
;hp;reference;subnet-7_pth_resistive_decentral;capacity_installed;0;MW_th;;dummy
;hp;reference;subnet-7_tes_decentral;capacity_installed;14;MWh;;Dummy
;hp;reference;subnet-7_tes_decentral;power_charging;2;MW_th;;
;hp;reference;subnet-7_tes_decentral;power_discharging;2;MW_th;;
;hp;reference;subnet-8_pth_heat_pump_decentral;capacity_installed;5;MW_th;;dummy
;hp;reference;subnet-8_pth_resistive_decentral;capacity_installed;0;MW_th;;dummy
;hp;reference;subnet-8_tes_decentral;capacity_installed;14;MWh;;Dummy
;hp;reference;subnet-8_tes_decentral;power_charging;2;MW_th;;
;hp;reference;subnet-8_tes_decentral;power_discharging;2;MW_th;;
;nopth;reference;pth_resistive_central;capacity_installed;0;MW_th;;
;nopth;reference;subnet-1_pth_heat_pump_decentral;capacity_installed;0;MW_th;;dummy
;nopth;reference;subnet-1_pth_resistive_decentral;capacity_installed;0;MW_th;;dummy
;nopth;reference;subnet-1_tes_decentral;capacity_installed;0;MWh;;Dummy
;nopth;reference;subnet-1_tes_decentral;power_charging;0;MW_th;;
;nopth;reference;subnet-1_tes_decentral;power_discharging;0;MW_th;;
;nopth;reference;subnet-2_pth_heat_pump_decentral;capacity_installed;0;MW_th;;dummy
;nopth;reference;subnet-2_pth_resistive_decentral;capacity_installed;0;MW_th;;dummy
;nopth;reference;subnet-2_tes_decentral;capacity_installed;0;MWh;;Dummy
;nopth;reference;subnet-2_tes_decentral;power_charging;0;MW_th;;
;nopth;reference;subnet-2_tes_decentral;power_discharging;0;MW_th;;
;nopth;reference;subnet-3_pth_heat_pump_decentral;capacity_installed;0;MW_th;;dummy
;nopth;reference;subnet-3_pth_resistive_decentral;capacity_installed;0;MW_th;;dummy
;nopth;reference;subnet-3_tes_decentral;capacity_installed;0;MWh;;Dummy
;nopth;reference;subnet-3_tes_decentral;power_charging;0;MW_th;;
;nopth;reference;subnet-3_tes_decentral;power_discharging;0;MW_th;;
;nopth;reference;subnet-4_pth_heat_pump_decentral;capacity_installed;0;MW_th;;dummy
;nopth;reference;subnet-4_pth_resistive_decentral;capacity_installed;0;MW_th;;dummy
;nopth;reference;subnet-4_tes_decentral;capacity_installed;0;MWh;;Dummy
;nopth;reference;subnet-4_tes_decentral;power_charging;0;MW_th;;
;nopth;reference;subnet-4_tes_decentral;power_discharging;0;MW_th;;
;nopth;reference;subnet-5_pth_heat_pump_decentral;capacity_installed;0;MW_th;;dummy
;nopth;reference;subnet-5_pth_resistive_decentral;capacity_installed;0;MW_th;;dummy
;nopth;reference;subnet-5_tes_decentral;capacity_installed;0;MWh;;Dummy
;nopth;reference;subnet-5_tes_decentral;power_charging;0;MW_th;;
;nopth;reference;subnet-5_tes_decentral;power_discharging;0;MW_th;;
;nopth;reference;subnet-6_pth_heat_pump_decentral;capacity_installed;0;MW_th;;dummy
;nopth;reference;subnet-6_pth_resistive_decentral;capacity_installed;0;MW_th;;dummy
;nopth;reference;subnet-6_tes_decentral;capacity_installed;0;MWh;;Dummy
;nopth;reference;subnet-6_tes_decentral;power_charging;0;MW_th;;
;nopth;reference;subnet-6_tes_decentral;power_discharging;0;MW_th;;
;nopth;reference;subnet-7_pth_heat_pump_decentral;capacity_installed;0;MW_th;;dummy
;nopth;reference;subnet-7_pth_resistive_decentral;capacity_installed;0;MW_th;;dummy
;nopth;reference;subnet-7_tes_decentral;capacity_installed;0;MWh;;Dummy
;nopth;reference;subnet-7_tes_decentral;power_charging;0;MW_th;;
;nopth;reference;subnet-7_tes_decentral;power_discharging;0;MW_th;;
;nopth;reference;subnet-8_pth_heat_pump_decentral;capacity_installed;0;MW_th;;dummy
;nopth;reference;subnet-8_pth_resistive_decentral;capacity_installed;0;MW_th;;dummy
;nopth;reference;subnet-8_tes_decentral;capacity_installed;0;MWh;;Dummy
;nopth;reference;subnet-8_tes_decentral;power_charging;0;MW_th;;
;nopth;reference;subnet-8_tes_decentral;power_discharging;0;MW_th;;
;res;reference;pth_resistive_central;capacity_installed;0;MW_th;;
;res;reference;subnet-1_pth_heat_pump_decentral;capacity_installed;0;MW_th;;dummy
;res;reference;subnet-1_pth_resistive_decentral;capacity_installed;5;MW_th;;dummy
;res;reference;subnet-1_tes_decentral;capacity_installed;14;MWh;;Dummy
;res;reference;subnet-1_tes_decentral;power_charging;2;MW_th;;
;res;reference;subnet-1_tes_decentral;power_discharging;2;MW_th;;
;res;reference;subnet-2_pth_heat_pump_decentral;capacity_installed;0;MW_th;;dummy
;res;reference;subnet-2_pth_resistive_decentral;capacity_installed;5;MW_th;;dummy
;res;reference;subnet-2_tes_decentral;capacity_installed;14;MWh;;Dummy
;res;reference;subnet-2_tes_decentral;power_charging;2;MW_th;;
;res;reference;subnet-2_tes_decentral;power_discharging;2;MW_th;;
;res;reference;subnet-3_pth_heat_pump_decentral;capacity_installed;0;MW_th;;dummy
;res;reference;subnet-3_pth_resistive_decentral;capacity_installed;5;MW_th;;dummy
;res;reference;subnet-3_tes_decentral;capacity_installed;14;MWh;;Dummy
;res;reference;subnet-3_tes_decentral;power_charging;2;MW_th;;
;res;reference;subnet-3_tes_decentral;power_discharging;2;MW_th;;
;res;reference;subnet-4_pth_heat_pump_decentral;capacity_installed;0;MW_th;;dummy
;res;reference;subnet-4_pth_resistive_decentral;capacity_installed;5;MW_th;;dummy
;res;reference;subnet-4_tes_decentral;capacity_installed;14;MWh;;Dummy
;res;reference;subnet-4_tes_decentral;power_charging;2;MW_th;;
;res;reference;subnet-4_tes_decentral;power_discharging;2;MW_th;;
;res;reference;subnet-5_pth_heat_pump_decentral;capacity_installed;0;MW_th;;dummy
;res;reference;subnet-5_pth_resistive_decentral;capacity_installed;5;MW_th;;dummy
;res;reference;subnet-5_tes_decentral;capacity_installed;14;MWh;;Dummy
;res;reference;subnet-5_tes_decentral;power_charging;2;MW_th;;
;res;reference;subnet-5_tes_decentral;power_discharging;2;MW_th;;
;res;reference;subnet-6_pth_heat_pump_decentral;capacity_installed;0;MW_th;;dummy
;res;reference;subnet-6_pth_resistive_decentral;capacity_installed;5;MW_th;;dummy
;res;reference;subnet-6_tes_decentral;capacity_installed;14;MWh;;Dummy
;res;reference;subnet-6_tes_decentral;power_charging;2;MW_th;;
;res;reference;subnet-6_tes_decentral;power_discharging;2;MW_th;;
;res;reference;subnet-7_pth_heat_pump_decentral;capacity_installed;0;MW_th;;dummy
;res;reference;subnet-7_pth_resistive_decentral;capacity_installed;5;MW_th;;dummy
;res;reference;subnet-7_tes_decentral;capacity_installed;14;MWh;;Dummy
;res;reference;subnet-7_tes_decentral;power_charging;2;MW_th;;
;res;reference;subnet-7_tes_decentral;power_discharging;2;MW_th;;
;res;reference;subnet-8_pth_heat_pump_decentral;capacity_installed;0;MW_th;;dummy
;res;reference;subnet-8_pth_resistive_decentral;capacity_installed;5;MW_th;;dummy
;res;reference;subnet-8_tes_decentral;capacity_installed;14;MWh;;Dummy
;res;reference;subnet-8_tes_decentral;power_charging;2;MW_th;;
;res;reference;subnet-8_tes_decentral;power_discharging;2;MW_th;;
